ano,valor,pais,codigo_pais,indicador,categoria
2024,,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2023,95.1351470947266,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2022,101.176277160645,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2021,97.2184371948242,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2020,99.2719268798828,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2019,98.717529296875,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2018,102.894180297852,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2017,106.449691772461,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2016,99.5973587036133,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2015,98.7887878417969,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2014,105.693672180176,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2013,91.1192092895508,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2012,117.00846862793,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2011,100.500961303711,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2010,102.078811645508,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2009,108.645553588867,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2008,109.742630004883,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2007,108.387466430664,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2006,,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2005,,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2004,105.375846862793,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2003,109.427757263184,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2002,,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2001,,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
2000,,Albania,AL,SE.PRM.CMPT.ZS,"Aid Effectiveness , Climate Change, Education "
