ano,valor,pais,codigo_pais,indicador,categoria
2024,,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2023,49682172277.5965,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2022,46015346669.8381,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2021,43564492197.796,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2020,40978554435.8274,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2019,50490845023.6565,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2018,56446212848.1077,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2017,55990439549.8232,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2016,56532525719.5141,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2015,61266393934.4274,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2014,70019891158.5134,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2013,65124130006.4005,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2012,59908816252.9784,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2011,57272844071.9893,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2010,50674049706.3808,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2009,47648700297.2177,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2008,45783784537.0594,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2007,32522138069.9759,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2006,24802903072.5546,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2005,24052494566.1837,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2004,21108011867.7891,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2003,16239633128.6366,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2002,14427027969.9656,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2001,12125335043.2942,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
2000,11390170995.9549,Algeria,DZ,NE.IMP.GNFS.CD,"Economy & Growth, Trade"
