ano,topic_code,pais,codigo_pais
2024,,Australia,AU
2023,,Australia,AU
2022,,Australia,AU
2021,,Australia,AU
2020,,Australia,AU
2019,,Australia,AU
2018,,Australia,AU
2017,,Australia,AU
2016,,Australia,AU
2015,28.2184096915625,Australia,AU
2014,,Australia,AU
2013,,Australia,AU
2012,,Australia,AU
2011,,Australia,AU
2010,26.5443142431553,Australia,AU
2009,,Australia,AU
2008,,Australia,AU
2007,,Australia,AU
2006,,Australia,AU
2005,24.0601862004287,Australia,AU
2004,,Australia,AU
2003,,Australia,AU
2002,,Australia,AU
2001,,Australia,AU
2000,22.9559448399982,Australia,AU
