ano,valor,pais,codigo_pais,indicador,categoria
2024,,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2023,-1.61100162090189,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2022,5.26987967384072,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2021,10.4418119882506,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2020,-9.9004848136464,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2019,-2.00086100285785,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2018,-2.61739646282038,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2017,2.81850297775918,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2016,-2.08032784377811,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2015,2.73115982828944,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2014,-2.51261532081394,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2013,2.40532378079436,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2012,-1.0264204544321,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2011,6.00395169280579,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2010,10.1253981561002,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2009,-5.91852507634947,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2008,4.05723310346406,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2007,9.00765087504757,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2006,8.04715150043027,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2005,8.85165992013437,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2004,9.02957330068152,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2003,8.83704079576924,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2002,-10.8944848285903,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2001,-4.40883968258557,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
2000,-0.78899893905691,Argentina,AR,NY.GDP.MKTP.KD.ZG,Economy & Growth
