ano,valor,pais,codigo_pais,indicador,categoria
2024,,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2023,0.218780666901552,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2022,2.05874008095333,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2021,11.3339570691911,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2020,-6.14347479224092,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2019,0.634367533828438,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2018,3.99002947521676,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2017,1.35769537797211,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2016,1.75303874553305,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2015,2.15194249853634,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2014,1.79264947361806,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2013,3.30850824469113,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2012,6.15534002096459,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2011,6.22389678693851,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2010,5.85165101730949,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2009,-1.1180372326977,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2008,3.7893928023371,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2007,5.16823098722429,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2006,6.04999082904382,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2005,5.83704571525745,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2004,6.67425416745972,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2003,4.72324526681116,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2002,3.20279913985533,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2001,3.154034924374,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
2000,4.9716214885003,Chile,CL,NY.GDP.MKTP.KD.ZG,Economy & Growth
