ano,valor,pais,codigo_pais,indicador,categoria
2024,,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2023,0.716066868695833,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2022,2.56832817834069,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2021,5.39188804141473,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2020,-2.14173720650054,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2019,1.14198232505277,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2018,2.86044579461633,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2017,1.36279955711416,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2016,2.0686896670996,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2015,1.64462768699285,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2014,2.34988127508626,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2013,1.79214405707484,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2012,1.17925383325108,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2011,1.81310819203695,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2010,3.24339733550173,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2009,-2.29737463071545,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2008,2.80798363168692,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2007,3.9163758177818,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2006,4.07362844994275,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2005,2.74969898498485,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2004,2.70170920967028,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2003,-0.0323984765377787,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2002,-0.0732170840426534,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2001,1.57566196744156,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
2000,3.95871971933516,Switzerland,CH,NY.GDP.MKTP.KD.ZG,Economy & Growth
