ano,valor,pais,codigo_pais,indicador,categoria
2024,,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2023,15885.5391311331,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2022,13644.201582807,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2021,12274.0775950496,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2020,10198.5388313404,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2019,9838.60058985384,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2018,9436.14479876055,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2017,8381.88134621669,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2016,7570.93165511708,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2015,7078.86032298969,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2014,7912.27484371138,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2013,7687.71368243317,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2012,7430.7373804242,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2011,7857.16706984441,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2010,6863.66706774052,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2009,6988.27316296465,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2008,7271.30338858025,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2007,5888.77685220636,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2006,4523.1465578805,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2005,3899.82596332878,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2004,3389.68743360274,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2003,2719.49436859287,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2002,2092.98288625558,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2001,1770.90704918691,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
2000,1621.26210738992,Bulgaria,BG,NY.GDP.PCAP.CD,Economy & Growth
