ano,valor,pais,codigo_pais,indicador,categoria
2024,,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2023,10717.6276712204,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2022,10109.5234003521,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2021,8472.47982000992,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2020,7162.29175242114,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2019,8164.22080932117,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2018,7934.98141208525,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2017,7499.69286187019,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2016,7174.82349574,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2015,6819.93225155181,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2014,6512.50771431953,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2013,6149.02748927076,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2012,6025.72582713231,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2011,5834.70590719826,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2010,5484.64637931191,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2009,4977.79884445929,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2008,5026.84091100115,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2007,4649.64558875814,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2006,4055.14270347371,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2005,3878.31206735244,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2004,2451.69161616569,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2003,2383.26171780393,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2002,3065.60329524196,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2001,2935.89367312668,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
2000,2831.45883638033,Dominican Republic,DO,NY.GDP.PCAP.CD,Economy & Growth
