ano,valor,pais,codigo_pais,indicador,categoria
2024,,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2023,30133.304450454,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2022,28451.1477825175,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2021,27953.7670230126,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2020,23933.9939421065,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2019,24021.2501413306,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2018,23618.1361254581,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2017,20851.5223496861,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2016,18666.3736521706,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2015,17722.1557669523,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2014,20581.7898991695,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2013,19310.3874900757,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2012,17568.2137969714,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2011,17555.5455239426,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2010,14663.7041018705,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2009,14712.4494217916,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2008,18205.9064113446,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2007,16745.4308011148,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2006,12641.4800976473,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2005,10414.6381183565,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2004,8916.0728274602,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2003,7205.40703313243,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2002,5343.18310760735,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2001,4502.66614992392,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
2000,4070.60902410208,Estonia,EE,NY.GDP.PCAP.CD,Economy & Growth
