ano,valor,pais,codigo_pais,indicador,categoria
2024,,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2023,99564.710026145,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2022,93245.7952120851,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2021,93446.4344518943,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2020,85897.7843338323,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2019,84121.9310304414,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2018,85217.3691512274,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2017,82254.3769269767,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2016,82153.0745447889,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2015,83806.4476003837,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2014,88724.9909402638,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2013,87304.3305813557,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2012,85836.2076767359,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2011,90476.7589651577,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2010,76531.3729407691,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2009,71568.3123885672,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2008,74175.1927898555,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2007,64989.1553256031,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2006,59011.0324592016,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2005,56242.8933645639,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2004,54659.4571488233,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2003,49335.7456291067,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2002,42458.7384679187,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2001,39638.7911061864,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
2000,38865.021939688,Switzerland,CH,NY.GDP.PCAP.CD,Economy & Growth
