ano,valor,pais,codigo_pais,indicador,categoria
2024,,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2023,7829.05313660622,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2022,7994.64806074889,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2021,7489.71894713888,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2020,6542.8645398436,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2019,6837.76832136779,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2018,6360.05310087258,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2017,5785.53397723676,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2016,5039.77560949445,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2015,5967.06856034227,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2014,8341.29014337961,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2013,7998.0802045456,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2012,6953.21591683101,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2011,6527.6593428786,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2010,6034.67885177216,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2009,5352.48809190697,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2008,6376.17569162063,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2007,4735.48107556066,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2006,3848.22350300163,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2005,3126.07176665248,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2004,2378.33700470129,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2003,1819.52653114699,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2002,1479.38066337175,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2001,1244.37318523431,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
2000,1276.28038121269,Belarus,BY,NY.GDP.PCAP.CD,Economy & Growth
