ano,valor,pais,codigo_pais,indicador,categoria
2024,,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2023,16942.0268119375,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2022,13625.9008491328,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2021,12838.1185358931,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2020,12394.0493969492,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2019,12884.6859951989,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2018,12590.2493781614,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2017,12317.0902771304,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2016,12091.0301606154,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2015,11714.7105980732,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2014,10911.497878334,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2013,10803.2401962173,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2012,10126.9991024177,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2011,9276.39107511347,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2010,8265.78820275582,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2009,6832.69829924138,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2008,6937.24261596055,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2007,6137.71199925542,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2006,5256.59640859159,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2005,4703.00721784778,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2004,4431.0117207843,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2003,4173.14856415514,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2002,4067.71851429092,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2001,3985.12984506207,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
2000,3812.75388284924,Costa Rica,CR,NY.GDP.PCAP.CD,Economy & Growth
