ano,valor,pais,codigo_pais,indicador,categoria
2024,,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2023,9178298.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2022,9228071.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2021,9302585.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2020,9379952.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2019,9419758.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2018,9438785.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2017,9458989.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2016,9469379.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2015,9461076.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2014,9448515.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2013,9443211.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2012,9446836.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2011,9461643.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2010,9483836.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2009,9504583.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2008,9527985.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2007,9560953.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2006,9604924.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2005,9663915.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2004,9730146.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2003,9796749.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2002,9865548.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2001,9928549.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
2000,9979610.0,Belarus,BY,SP.POP.TOTL,"Climate Change, Health "
