ano,valor,pais,codigo_pais,indicador,categoria
2024,,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2023,458949.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2022,455370.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2021,451721.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2020,447404.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2019,442680.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2018,437810.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2017,432772.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2016,427564.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2015,422212.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2014,416750.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2013,411202.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2012,405557.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2011,399389.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2010,392332.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2009,384952.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2008,377793.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2007,370873.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2006,364663.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2005,358916.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2004,352911.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2003,346637.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2002,340099.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2001,333345.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
2000,326424.0,Brunei Darussalam,BN,SP.POP.TOTL,"Climate Change, Health "
