ano,valor,pais,codigo_pais,indicador,categoria
2024,,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2023,28372687.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2022,27632771.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2021,26915758.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2020,26210558.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2019,25506095.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2018,24806383.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2017,24128601.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2016,23454161.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2015,22763414.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2014,22059893.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2013,21402376.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2012,20809529.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2011,20232304.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2010,19668066.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2009,19113974.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2008,18574056.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2007,18049896.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2006,17550407.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2005,17074594.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2004,16610487.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2003,16160340.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2002,15725528.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2001,15309490.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
2000,14912631.0,Cameroon,CM,SP.POP.TOTL,"Climate Change, Health "
