ano,valor,pais,codigo_pais,indicador,categoria
2024,,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2023,5583911.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2022,5556106.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2021,5541017.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2020,5529543.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2019,5521606.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2018,5515525.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2017,5508214.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2016,5495303.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2015,5479531.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2014,5461512.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2013,5438972.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2012,5413971.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2011,5388272.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2010,5363352.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2009,5338871.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2008,5313399.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2007,5288720.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2006,5266268.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2005,5246096.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2004,5228172.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2003,5213014.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2002,5200598.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2001,5188008.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
2000,5176209.0,Finland,FI,SP.POP.TOTL,"Climate Change, Health "
