ano,valor,pais,codigo_pais,indicador,categoria
2024,,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2023,10153958.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2022,10141756.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2021,10137750.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2020,10093121.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2019,10024283.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2018,9939771.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2017,9854033.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2016,9757812.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2015,9649341.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2014,9535079.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2013,9416801.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2012,9295784.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2011,9173082.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2010,9054332.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2009,8947243.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2008,8763400.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2007,8581300.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2006,8484550.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2005,8391850.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2004,8306500.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2003,8234100.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2002,8171950.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2001,8111200.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
2000,8048600.0,Azerbaijan,AZ,SP.POP.TOTL,"Climate Change, Health "
