ano,valor,pais,codigo_pais,indicador,categoria
2024,,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2023,9131761.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2022,9041851.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2021,8955797.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2020,8916864.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2019,8879920.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2018,8840521.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2017,8797566.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2016,8736668.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2015,8642699.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2014,8546356.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2013,8479823.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2012,8429991.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2011,8391643.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2010,8363404.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2009,8343323.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2008,8321496.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2007,8295487.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2006,8268641.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2005,8227829.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2004,8171966.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2003,8121423.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2002,8081957.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2001,8042293.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
2000,8011566.0,Austria,AT,SP.POP.TOTL,"Climate Change, Health "
